capabilityKey	publicSymbols	executedTests	compilerEvidenceIds	sharedScenarios
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalDecision|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalDecision.ACCEPT|null[0]	CodexAgent.CodexApprovalDecision.Accept	csharp.enum.CodexApprovalDecision.Accept	c-header-enum:0	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalDecision|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalDecision.DECLINE|null[0]	CodexAgent.CodexApprovalDecision.Decline	csharp.enum.CodexApprovalDecision.Decline	c-header-enum:1	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.ASK_ME|null[0]	CodexAgent.CodexApprovalPreset.AskMe	csharp.enum.CodexApprovalPreset.AskMe	c-header-enum:2	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.AUTO_REVIEW|null[0]	CodexAgent.CodexApprovalPreset.AutoReview	csharp.enum.CodexApprovalPreset.AutoReview	c-header-enum:3	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.NEVER|null[0]	CodexAgent.CodexApprovalPreset.Never	csharp.enum.CodexApprovalPreset.Never	c-header-enum:4	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.STRICT|null[0]	CodexAgent.CodexApprovalPreset.Strict	csharp.enum.CodexApprovalPreset.Strict	c-header-enum:5	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.displayName|{}displayName[0]|propertyKind=VAL|type=kotlin/String!!	CodexAgent.CodexEnumMetadata.ApprovalPresetDisplayName	csharp.residual.CodexApprovalPreset.DisplayName	c-header:codex_agent_approval_preset_display_name_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationValuesTest#projectsEveryApprovalPresetAndWorkspaceSelectionReasonExactly[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentAuthenticationStatus;io.github.codex_agent_labs.codexagent.agent.CodexAuthorizationUrl?;io.github.codex_agent_labs.codexagent.agent.CodexAuthorizationUrl?;kotlin.String?;io.github.codex_agent_labs.codexagent.agent.CodexFailure?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus!!:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexAuthorizationUrl?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexAuthorizationUrl?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexFailure?:default=true:vararg=false]	CodexAgent.CodexAuthenticationState.#ctor	csharp.residual.CodexAuthenticationState.constructor	c-header:codex_agent_authentication_state_create,c-header:codex_agent_authentication_state_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationConfigurationHandlesFailClosedAcrossTypeContextStaleAndTeardown[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64]	nullability,structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.deviceUserCode|{}deviceUserCode[0]|propertyKind=VAL|type=kotlin/String?	CodexAgent.CodexAuthenticationState.DeviceUserCode	csharp.residual.CodexAuthenticationState.DeviceUserCode	c-header:codex_agent_authentication_state_device_user_code_copy,c-header:codex_agent_authentication_state_has_device_user_code,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.deviceVerificationUrl|{}deviceVerificationUrl[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexAuthorizationUrl?	CodexAgent.CodexAuthenticationState.DeviceVerificationUrl	csharp.residual.CodexAuthenticationState.DeviceVerificationUrl	c-header:codex_agent_authentication_state_device_verification_url,c-header:codex_agent_authentication_state_has_device_verification_url,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.failure|{}failure[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexFailure?	CodexAgent.CodexAuthenticationState.Failure	csharp.residual.CodexAuthenticationState.Failure	c-header:codex_agent_authentication_state_failure,c-header:codex_agent_authentication_state_has_failure,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64]	nullability,structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.pendingSignInUrl|{}pendingSignInUrl[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexAuthorizationUrl?	CodexAgent.CodexAuthenticationState.PendingSignInUrl	csharp.residual.CodexAuthenticationState.PendingSignInUrl	c-header:codex_agent_authentication_state_has_pending_sign_in_url,c-header:codex_agent_authentication_state_pending_sign_in_url,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.status|{}status[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus!!	CodexAgent.CodexAuthenticationState.Status	csharp.residual.CodexAuthenticationState.Status	c-header:codex_agent_authentication_state_status,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus.AUTHENTICATED|null[0]	CodexAgent.CodexAuthenticationStatus.Authenticated	csharp.enum.CodexAuthenticationStatus.Authenticated	c-header-enum:6	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus.AUTHENTICATING|null[0]	CodexAgent.CodexAuthenticationStatus.Authenticating	csharp.enum.CodexAuthenticationStatus.Authenticating	c-header-enum:7	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus.SIGNED_OUT|null[0]	CodexAgent.CodexAuthenticationStatus.SignedOut	csharp.enum.CodexAuthenticationStatus.SignedOut	c-header-enum:8	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.WEB_SEARCH|null[0]	CodexAgent.CodexCapability.WebSearch	csharp.enum.CodexCapability.WebSearch	c-header-enum:9	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.displayLabel|{}displayLabel[0]|propertyKind=VAL|type=kotlin/String!!	CodexAgent.CodexEnumMetadata.CapabilityDisplayLabel	csharp.residual.CodexCapability.DisplayLabel	c-header:codex_agent_capability_display_label_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#capabilityAndSkillScopeEntriesProjectCanonicalLabels[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.icon|{}icon[0]|propertyKind=VAL|type=kotlin/String?	CodexAgent.CodexEnumMetadata.CapabilityIcon	csharp.residual.CodexCapability.Icon	c-header:codex_agent_capability_has_icon,c-header:codex_agent_capability_icon_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#capabilityAndSkillScopeEntriesProjectCanonicalLabels[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.id|{}id[0]|propertyKind=VAL|type=kotlin/String!!	CodexAgent.CodexEnumMetadata.CapabilityId	csharp.residual.CodexCapability.Id	c-header:codex_agent_capability_id_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#capabilityAndSkillScopeEntriesProjectCanonicalLabels[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.promptLabel|{}promptLabel[0]|propertyKind=VAL|type=kotlin/String!!	CodexAgent.CodexEnumMetadata.CapabilityPromptLabel	csharp.residual.CodexCapability.PromptLabel	c-header:codex_agent_capability_prompt_label_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#capabilityAndSkillScopeEntriesProjectCanonicalLabels[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness.FRESH_CACHE|null[0]	CodexAgent.CodexCatalogFreshness.FreshCache	csharp.enum.CodexCatalogFreshness.FreshCache	c-header-enum:10	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness.LIVE|null[0]	CodexAgent.CodexCatalogFreshness.Live	csharp.enum.CodexCatalogFreshness.Live	c-header-enum:11	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness.STALE_CACHE|null[0]	CodexAgent.CodexCatalogFreshness.StaleCache	csharp.enum.CodexCatalogFreshness.StaleCache	c-header-enum:12	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCollaborationMode|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCollaborationMode.DEFAULT|null[0]	CodexAgent.CodexCollaborationMode.Default	csharp.enum.CodexCollaborationMode.Default	c-header-enum:13	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCollaborationMode|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCollaborationMode.PLAN|null[0]	CodexAgent.CodexCollaborationMode.Plan	csharp.enum.CodexCollaborationMode.Plan	c-header-enum:14	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.<init>|<init>(kotlin.String;kotlin.String;kotlin.String;kotlin.String?;kotlin.Boolean;kotlin.Boolean;kotlin.collections.List<kotlin.String>){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentConnector|suspend=false|parameters=[REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/Boolean!!:default=true:vararg=false,REGULAR:kotlin/Boolean!!:default=true:vararg=false,REGULAR:kotlin.collections/List<INVARIANT:kotlin/String!!>!!:default=true:vararg=false]	CodexAgent.CodexConnector.#ctor	csharp.value.CodexConnector.constructor	c-header:codex_agent_connector_create,c-header:codex_agent_connector_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#rejectsInvalidListsFlagsEnumsUtf8ContextsTypesAndOutputs[macosArm64]	collection-immutability-ordering,nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.description|{}description[0]|propertyKind=VAL|type=kotlin/String!!	CodexAgent.CodexConnector.Description	csharp.value.CodexConnector.Description	c-header:codex_agent_connector_description_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.id|{}id[0]|propertyKind=VAL|type=kotlin/String!!	CodexAgent.CodexConnector.Id	csharp.value.CodexConnector.Id	c-header:codex_agent_connector_id_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.installUrl|{}installUrl[0]|propertyKind=VAL|type=kotlin/String?	CodexAgent.CodexConnector.InstallUrl	csharp.value.CodexConnector.InstallUrl	c-header:codex_agent_connector_has_install_url,c-header:codex_agent_connector_install_url_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.isAccessible|{}isAccessible[0]|propertyKind=VAL|type=kotlin/Boolean!!	CodexAgent.CodexConnector.IsAccessible	csharp.value.CodexConnector.IsAccessible	c-header:codex_agent_connector_is_accessible,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.isEnabled|{}isEnabled[0]|propertyKind=VAL|type=kotlin/Boolean!!	CodexAgent.CodexConnector.IsEnabled	csharp.value.CodexConnector.IsEnabled	c-header:codex_agent_connector_is_enabled,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.name|{}name[0]|propertyKind=VAL|type=kotlin/String!!	CodexAgent.CodexConnector.Name	csharp.value.CodexConnector.Name	c-header:codex_agent_connector_name_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.pluginNames|{}pluginNames[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:kotlin/String!!>!!	CodexAgent.CodexConnector.PluginNames	csharp.value.CodexConnector.PluginNames	c-header:codex_agent_connector_plugin_names_copy_at,c-header:codex_agent_connector_plugin_names_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentApprovalPreset;kotlin.String?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset!!:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false]	CodexAgent.CodexConversationSettings.#ctor	csharp.value.CodexConversationSettings.constructor	c-header:codex_agent_conversation_settings_create,c-header:codex_agent_conversation_settings_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationConfigurationHandlesFailClosedAcrossTypeContextStaleAndTeardown[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings.approvalPreset|{}approvalPreset[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset!!	CodexAgent.CodexConversationSettings.ApprovalPreset	csharp.value.CodexConversationSettings.ApprovalPreset	c-header:codex_agent_conversation_settings_approval_preset,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings.serviceTier|{}serviceTier[0]|propertyKind=VAL|type=kotlin/String?	CodexAgent.CodexConversationSettings.ServiceTier	csharp.value.CodexConversationSettings.ServiceTier	c-header:codex_agent_conversation_settings_has_service_tier,c-header:codex_agent_conversation_settings_service_tier_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentConversationStatus;io.github.codex_agent_labs.codexagent.agent.ConversationId?;io.github.codex_agent_labs.codexagent.agent.AgentConversation?;io.github.codex_agent_labs.codexagent.agent.AgentTurnProgress;kotlin.String?;kotlin.String?;kotlin.String?;io.github.codex_agent_labs.codexagent.agent.CodexFailure?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus!!:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/ConversationId?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentConversation?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentTurnProgress!!:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexFailure?:default=true:vararg=false]	CodexAgent.CodexConversationState.#ctor	csharp.residual.CodexConversationState.constructor	c-header:codex_agent_conversation_state_create,c-header:codex_agent_snapshot_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#rejectsConversationAggregateBoundaryViolationsAndReclaimsSnapshots[macosArm64]	nullability,structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.canCancelTurn|{}canCancelTurn[0]|propertyKind=VAL|type=kotlin/Boolean!!	CodexAgent.CodexConversationState.CanCancelTurn	csharp.residual.CodexConversationState.CanCancelTurn	c-header:codex_agent_conversation_state_can_cancel_turn,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.canReload|{}canReload[0]|propertyKind=VAL|type=kotlin/Boolean!!	CodexAgent.CodexConversationState.CanReload	csharp.residual.CodexConversationState.CanReload	c-header:codex_agent_conversation_state_can_reload,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.canStartTurn|{}canStartTurn[0]|propertyKind=VAL|type=kotlin/Boolean!!	CodexAgent.CodexConversationState.CanStartTurn	csharp.residual.CodexConversationState.CanStartTurn	c-header:codex_agent_conversation_state_can_start_turn,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.conversationId|{}conversationId[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/ConversationId?	CodexAgent.CodexConversationState.ConversationId	csharp.residual.CodexConversationState.ConversationId	c-header:codex_agent_conversation_state_conversation_id,c-header:codex_agent_conversation_state_has_conversation_id,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.conversation|{}conversation[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentConversation?	CodexAgent.CodexConversationState.Conversation	csharp.residual.CodexConversationState.Conversation	c-header:codex_agent_conversation_state_conversation,c-header:codex_agent_conversation_state_has_conversation,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.effort|{}effort[0]|propertyKind=VAL|type=kotlin/String?	CodexAgent.CodexConversationState.Effort	csharp.residual.CodexConversationState.Effort	c-header:codex_agent_conversation_state_effort_copy,c-header:codex_agent_conversation_state_has_effort,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.failure|{}failure[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexFailure?	CodexAgent.CodexConversationState.Failure	csharp.residual.CodexConversationState.Failure	c-header:codex_agent_conversation_state_failure,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCValueProjectionTest#projectsEveryConversationStatusAndFailureExactly[macosArm64]	nullability,structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.model|{}model[0]|propertyKind=VAL|type=kotlin/String?	CodexAgent.CodexConversationState.Model	csharp.residual.CodexConversationState.Model	c-header:codex_agent_conversation_state_has_model,c-header:codex_agent_conversation_state_model_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.serviceTier|{}serviceTier[0]|propertyKind=VAL|type=kotlin/String?	CodexAgent.CodexConversationState.ServiceTier	csharp.residual.CodexConversationState.ServiceTier	c-header:codex_agent_conversation_state_has_service_tier,c-header:codex_agent_conversation_state_service_tier_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.status|{}status[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus!!	CodexAgent.CodexConversationState.Status	csharp.residual.CodexConversationState.Status	c-header:codex_agent_conversation_state_status,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCLifecycleTest#projectsCanonicalLifecycleAndQuiescesEveryCallback[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCValueProjectionTest#projectsEveryConversationStatusAndFailureExactly[macosArm64]	value-conversion
