capabilityKey	publicSymbols	executedTests	compilerEvidenceIds	sharedScenarios
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPlanStep|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPlanStep.status|{}status[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentPlanStepStatus!!	codex_agent::PlanStep::status	rust.value:053	c-header:codex_agent_plan_step_status,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConfigurationValuesTest#planStepProjectsEveryStatusAndCopiesText[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPlanStep|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPlanStep.text|{}text[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::PlanStep::text	rust.value:054	c-header:codex_agent_plan_step_text_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConfigurationValuesTest#planStepProjectsEveryStatusAndCopiesText[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginAuthPolicy|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginAuthPolicy.ON_INSTALL|null[0]	codex_agent::PluginAuthPolicy::OnInstall	rust.enum.PluginAuthPolicy.OnInstall	c-header-enum:84	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginAuthPolicy|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginAuthPolicy.ON_USE|null[0]	codex_agent::PluginAuthPolicy::OnUse	rust.enum.PluginAuthPolicy.OnUse	c-header-enum:85	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog.<init>|<init>(kotlin.collections.List<io.github.codex_agent_labs.codexagent.agent.AgentPluginSummary>;kotlin.collections.List<kotlin.String>;io.github.codex_agent_labs.codexagent.agent.AgentCatalogFreshness){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog|suspend=false|parameters=[REGULAR:kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary!!>!!:default=false:vararg=false,REGULAR:kotlin.collections/List<INVARIANT:kotlin/String!!>!!:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness!!:default=true:vararg=false]	codex_agent::PluginCatalog::new	rust.value:055	c-header:codex_agent_plugin_catalog_create,c-header:codex_agent_plugin_catalog_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#rejectsInvalidListsFlagsEnumsUtf8ContextsTypesAndOutputs[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog.errors|{}errors[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:kotlin/String!!>!!	codex_agent::PluginCatalog::errors	rust.value:056	c-header:codex_agent_plugin_catalog_errors_copy_at,c-header:codex_agent_plugin_catalog_errors_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog.freshness|{}freshness[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness!!	codex_agent::PluginCatalog::freshness	rust.value:057	c-header:codex_agent_plugin_catalog_freshness,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginCatalog.plugins|{}plugins[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary!!>!!	codex_agent::PluginCatalog::plugins	rust.value:058	c-header:codex_agent_plugin_catalog_plugins_at,c-header:codex_agent_plugin_catalog_plugins_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentPluginSummary;kotlin.String;kotlin.collections.List<io.github.codex_agent_labs.codexagent.agent.AgentPluginSkill>;kotlin.collections.List<io.github.codex_agent_labs.codexagent.agent.AgentConnector>;kotlin.collections.List<kotlin.String>;kotlin.Int){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill!!>!!:default=false:vararg=false,REGULAR:kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentConnector!!>!!:default=false:vararg=false,REGULAR:kotlin.collections/List<INVARIANT:kotlin/String!!>!!:default=false:vararg=false,REGULAR:kotlin/Int!!:default=false:vararg=false]	codex_agent::PluginDetail::new	rust.value:059	c-header:codex_agent_plugin_detail_create,c-header:codex_agent_plugin_detail_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#rejectsInvalidListsFlagsEnumsUtf8ContextsTypesAndOutputs[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail.connectors|{}connectors[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentConnector!!>!!	codex_agent::PluginDetail::connectors	rust.value:060	c-header:codex_agent_plugin_detail_connectors_at,c-header:codex_agent_plugin_detail_connectors_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail.description|{}description[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::PluginDetail::description	rust.value:061	c-header:codex_agent_plugin_detail_description_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail.hookCount|{}hookCount[0]|propertyKind=VAL|type=kotlin/Int!!	codex_agent::PluginDetail::hook_count	rust.value:062	c-header:codex_agent_plugin_detail_hook_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail.mcpServers|{}mcpServers[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:kotlin/String!!>!!	codex_agent::PluginDetail::mcp_servers	rust.value:063	c-header:codex_agent_plugin_detail_mcp_servers_copy_at,c-header:codex_agent_plugin_detail_mcp_servers_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail.skills|{}skills[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill!!>!!	codex_agent::PluginDetail::skills	rust.value:064	c-header:codex_agent_plugin_detail_skills_at,c-header:codex_agent_plugin_detail_skills_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginDetail.summary|{}summary[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary!!	codex_agent::PluginDetail::summary	rust.value:065	c-header:codex_agent_plugin_detail_summary,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallPolicy|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallPolicy.AVAILABLE|null[0]	codex_agent::PluginInstallPolicy::Available	rust.enum.PluginInstallPolicy.Available	c-header-enum:86	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallPolicy|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallPolicy.INSTALLED_BY_DEFAULT|null[0]	codex_agent::PluginInstallPolicy::InstalledByDefault	rust.enum.PluginInstallPolicy.InstalledByDefault	c-header-enum:87	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallPolicy|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallPolicy.NOT_AVAILABLE|null[0]	codex_agent::PluginInstallPolicy::NotAvailable	rust.enum.PluginInstallPolicy.NotAvailable	c-header-enum:88	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentPluginAuthPolicy;kotlin.collections.List<io.github.codex_agent_labs.codexagent.agent.AgentConnector>;kotlin.String?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentPluginAuthPolicy!!:default=false:vararg=false,REGULAR:kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentConnector!!>!!:default=false:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false]	codex_agent::PluginInstallResult::new	rust.value:066	c-header:codex_agent_plugin_install_result_create,c-header:codex_agent_plugin_install_result_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#rejectsInvalidListsFlagsEnumsUtf8ContextsTypesAndOutputs[macosArm64]	collection-immutability-ordering,nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult.authPolicy|{}authPolicy[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentPluginAuthPolicy!!	codex_agent::PluginInstallResult::auth_policy	rust.value:067	c-header:codex_agent_plugin_install_result_auth_policy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult.connectorsNeedingAuthentication|{}connectorsNeedingAuthentication[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:io.github.codex_agent_labs.codexagent.agent/AgentConnector!!>!!	codex_agent::PluginInstallResult::connectors_needing_authentication	rust.value:068	c-header:codex_agent_plugin_install_result_connectors_at,c-header:codex_agent_plugin_install_result_connectors_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallResult.message|{}message[0]|propertyKind=VAL|type=kotlin/String?	codex_agent::PluginInstallResult::message	rust.value:069	c-header:codex_agent_plugin_install_result_has_message,c-header:codex_agent_plugin_install_result_message_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginDetailAndInstallResultOwnOrderedNestedValues[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference.<init>|<init>(kotlin.String;kotlin.String;kotlin.String;kotlin.String?;kotlin.String?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference|suspend=false|parameters=[REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false]	codex_agent::PluginReference::new	rust.value:070	c-header:codex_agent_plugin_reference_create,c-header:codex_agent_plugin_reference_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginReferenceProjectsEveryPropertyAndNullableState[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference.id|{}id[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::PluginReference::id	rust.value:071	c-header:codex_agent_plugin_reference_id_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginReferenceProjectsEveryPropertyAndNullableState[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference.marketplaceName|{}marketplaceName[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::PluginReference::marketplace_name	rust.value:072	c-header:codex_agent_plugin_reference_marketplace_name_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginReferenceProjectsEveryPropertyAndNullableState[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference.marketplacePath|{}marketplacePath[0]|propertyKind=VAL|type=kotlin/String?	codex_agent::PluginReference::marketplace_path	rust.value:073	c-header:codex_agent_plugin_reference_has_marketplace_path,c-header:codex_agent_plugin_reference_marketplace_path_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginReferenceProjectsEveryPropertyAndNullableState[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference.name|{}name[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::PluginReference::name	rust.value:074	c-header:codex_agent_plugin_reference_name_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginReferenceProjectsEveryPropertyAndNullableState[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference.remotePluginId|{}remotePluginId[0]|propertyKind=VAL|type=kotlin/String?	codex_agent::PluginReference::remote_plugin_id	rust.value:075	c-header:codex_agent_plugin_reference_has_remote_plugin_id,c-header:codex_agent_plugin_reference_remote_plugin_id_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginReferenceProjectsEveryPropertyAndNullableState[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginReference.uri|{}uri[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::PluginReference::uri	rust.value:076	c-header:codex_agent_plugin_reference_uri_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginReferenceProjectsEveryPropertyAndNullableState[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill.<init>|<init>(kotlin.String;kotlin.String;kotlin.Boolean;kotlin.String?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill|suspend=false|parameters=[REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/Boolean!!:default=false:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false]	codex_agent::PluginSkill::new	rust.value:077	c-header:codex_agent_plugin_skill_create,c-header:codex_agent_plugin_skill_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginSkillServiceTierAndSkillChunkProjectExactValues[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill.description|{}description[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::PluginSkill::description	rust.value:078	c-header:codex_agent_plugin_skill_description_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginSkillServiceTierAndSkillChunkProjectExactValues[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill.isEnabled|{}isEnabled[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent::PluginSkill::is_enabled	rust.value:079	c-header:codex_agent_plugin_skill_is_enabled,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginSkillServiceTierAndSkillChunkProjectExactValues[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill.name|{}name[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::PluginSkill::name	rust.value:080	c-header:codex_agent_plugin_skill_name_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginSkillServiceTierAndSkillChunkProjectExactValues[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSkill.path|{}path[0]|propertyKind=VAL|type=kotlin/String?	codex_agent::PluginSkill::path	rust.value:081	c-header:codex_agent_plugin_skill_has_path,c-header:codex_agent_plugin_skill_path_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#pluginSkillServiceTierAndSkillChunkProjectExactValues[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentPluginReference;kotlin.String;kotlin.String;kotlin.Boolean;kotlin.Boolean;io.github.codex_agent_labs.codexagent.agent.AgentPluginInstallPolicy;io.github.codex_agent_labs.codexagent.agent.AgentPluginAuthPolicy;kotlin.Boolean;kotlin.collections.List<kotlin.String>;kotlin.String?;kotlin.String?;kotlin.String?;kotlin.String?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentPluginReference!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/Boolean!!:default=false:vararg=false,REGULAR:kotlin/Boolean!!:default=false:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallPolicy!!:default=false:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentPluginAuthPolicy!!:default=false:vararg=false,REGULAR:kotlin/Boolean!!:default=false:vararg=false,REGULAR:kotlin.collections/List<INVARIANT:kotlin/String!!>!!:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false]	codex_agent::PluginSummary::new	rust.value:082	c-header:codex_agent_plugin_summary_create,c-header:codex_agent_plugin_summary_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#rejectsInvalidListsFlagsEnumsUtf8ContextsTypesAndOutputs[macosArm64]	collection-immutability-ordering,nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary.authPolicy|{}authPolicy[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentPluginAuthPolicy!!	codex_agent::PluginSummary::auth_policy	rust.value:083	c-header:codex_agent_plugin_summary_auth_policy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary.brandColor|{}brandColor[0]|propertyKind=VAL|type=kotlin/String?	codex_agent::PluginSummary::brand_color	rust.value:084	c-header:codex_agent_plugin_summary_brand_color_copy,c-header:codex_agent_plugin_summary_has_brand_color,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary.capabilities|{}capabilities[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:kotlin/String!!>!!	codex_agent::PluginSummary::capabilities	rust.value:085	c-header:codex_agent_plugin_summary_capabilities_copy_at,c-header:codex_agent_plugin_summary_capabilities_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary.description|{}description[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::PluginSummary::description	rust.value:086	c-header:codex_agent_plugin_summary_description_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary.displayName|{}displayName[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::PluginSummary::display_name	rust.value:087	c-header:codex_agent_plugin_summary_display_name_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary.installPolicy|{}installPolicy[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentPluginInstallPolicy!!	codex_agent::PluginSummary::install_policy	rust.value:088	c-header:codex_agent_plugin_summary_install_policy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary.isAvailable|{}isAvailable[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent::PluginSummary::is_available	rust.value:089	c-header:codex_agent_plugin_summary_is_available,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary.isEnabled|{}isEnabled[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent::PluginSummary::is_enabled	rust.value:090	c-header:codex_agent_plugin_summary_is_enabled,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentPluginSummary.isInstalled|{}isInstalled[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent::PluginSummary::is_installed	rust.value:091	c-header:codex_agent_plugin_summary_is_installed,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#pluginSummaryAndCatalogOwnNestedValuesAndProjectEveryField[macosArm64]	value-conversion
