capabilityKey	publicSymbols	executedTests	compilerEvidenceIds	sharedScenarios
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalDecision|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalDecision.ACCEPT|null[0]	codex_agent::ApprovalDecision::Accept	rust.enum.ApprovalDecision.Accept	c-header-enum:0	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalDecision|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalDecision.DECLINE|null[0]	codex_agent::ApprovalDecision::Decline	rust.enum.ApprovalDecision.Decline	c-header-enum:1	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.ASK_ME|null[0]	codex_agent::ApprovalPreset::AskMe	rust.enum.ApprovalPreset.AskMe	c-header-enum:2	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.AUTO_REVIEW|null[0]	codex_agent::ApprovalPreset::AutoReview	rust.enum.ApprovalPreset.AutoReview	c-header-enum:3	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.NEVER|null[0]	codex_agent::ApprovalPreset::Never	rust.enum.ApprovalPreset.Never	c-header-enum:4	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.STRICT|null[0]	codex_agent::ApprovalPreset::Strict	rust.enum.ApprovalPreset.Strict	c-header-enum:5	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.displayName|{}displayName[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::ApprovalPreset::display_name	rust.residual:000	c-header:codex_agent_approval_preset_display_name_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationValuesTest#projectsEveryApprovalPresetAndWorkspaceSelectionReasonExactly[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentAuthenticationStatus;io.github.codex_agent_labs.codexagent.agent.CodexAuthorizationUrl?;io.github.codex_agent_labs.codexagent.agent.CodexAuthorizationUrl?;kotlin.String?;io.github.codex_agent_labs.codexagent.agent.CodexFailure?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus!!:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexAuthorizationUrl?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexAuthorizationUrl?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexFailure?:default=true:vararg=false]	codex_agent::AuthenticationState::new	rust.residual:001	c-header:codex_agent_authentication_state_create,c-header:codex_agent_authentication_state_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationConfigurationHandlesFailClosedAcrossTypeContextStaleAndTeardown[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64]	nullability,structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.deviceUserCode|{}deviceUserCode[0]|propertyKind=VAL|type=kotlin/String?	codex_agent::AuthenticationState::device_user_code	rust.residual:002	c-header:codex_agent_authentication_state_device_user_code_copy,c-header:codex_agent_authentication_state_has_device_user_code,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.deviceVerificationUrl|{}deviceVerificationUrl[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexAuthorizationUrl?	codex_agent::AuthenticationState::device_verification_url	rust.residual:003	c-header:codex_agent_authentication_state_device_verification_url,c-header:codex_agent_authentication_state_has_device_verification_url,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.failure|{}failure[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexFailure?	codex_agent::AuthenticationState::failure	rust.residual:004	c-header:codex_agent_authentication_state_failure,c-header:codex_agent_authentication_state_has_failure,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64]	nullability,structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.pendingSignInUrl|{}pendingSignInUrl[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexAuthorizationUrl?	codex_agent::AuthenticationState::pending_sign_in_url	rust.residual:005	c-header:codex_agent_authentication_state_has_pending_sign_in_url,c-header:codex_agent_authentication_state_pending_sign_in_url,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.status|{}status[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus!!	codex_agent::AuthenticationState::status	rust.residual:006	c-header:codex_agent_authentication_state_status,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus.AUTHENTICATED|null[0]	codex_agent::AuthenticationStatus::Authenticated	rust.enum.AuthenticationStatus.Authenticated	c-header-enum:6	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus.AUTHENTICATING|null[0]	codex_agent::AuthenticationStatus::Authenticating	rust.enum.AuthenticationStatus.Authenticating	c-header-enum:7	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus.SIGNED_OUT|null[0]	codex_agent::AuthenticationStatus::SignedOut	rust.enum.AuthenticationStatus.SignedOut	c-header-enum:8	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.WEB_SEARCH|null[0]	codex_agent::Capability::WebSearch	rust.enum.Capability.WebSearch	c-header-enum:9	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.displayLabel|{}displayLabel[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::Capability::display_label	rust.residual:007	c-header:codex_agent_capability_display_label_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#capabilityAndSkillScopeEntriesProjectCanonicalLabels[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.icon|{}icon[0]|propertyKind=VAL|type=kotlin/String?	codex_agent::Capability::icon	rust.residual:008	c-header:codex_agent_capability_has_icon,c-header:codex_agent_capability_icon_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#capabilityAndSkillScopeEntriesProjectCanonicalLabels[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.id|{}id[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::Capability::id	rust.residual:009	c-header:codex_agent_capability_id_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#capabilityAndSkillScopeEntriesProjectCanonicalLabels[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.promptLabel|{}promptLabel[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::Capability::prompt_label	rust.residual:010	c-header:codex_agent_capability_prompt_label_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#capabilityAndSkillScopeEntriesProjectCanonicalLabels[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness.FRESH_CACHE|null[0]	codex_agent::CatalogFreshness::FreshCache	rust.enum.CatalogFreshness.FreshCache	c-header-enum:10	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness.LIVE|null[0]	codex_agent::CatalogFreshness::Live	rust.enum.CatalogFreshness.Live	c-header-enum:11	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness.STALE_CACHE|null[0]	codex_agent::CatalogFreshness::StaleCache	rust.enum.CatalogFreshness.StaleCache	c-header-enum:12	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCollaborationMode|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCollaborationMode.DEFAULT|null[0]	codex_agent::CollaborationMode::Default	rust.enum.CollaborationMode.Default	c-header-enum:13	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCollaborationMode|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCollaborationMode.PLAN|null[0]	codex_agent::CollaborationMode::Plan	rust.enum.CollaborationMode.Plan	c-header-enum:14	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.<init>|<init>(kotlin.String;kotlin.String;kotlin.String;kotlin.String?;kotlin.Boolean;kotlin.Boolean;kotlin.collections.List<kotlin.String>){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentConnector|suspend=false|parameters=[REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/Boolean!!:default=true:vararg=false,REGULAR:kotlin/Boolean!!:default=true:vararg=false,REGULAR:kotlin.collections/List<INVARIANT:kotlin/String!!>!!:default=true:vararg=false]	codex_agent::Connector::new	rust.value:000	c-header:codex_agent_connector_create,c-header:codex_agent_connector_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#rejectsInvalidListsFlagsEnumsUtf8ContextsTypesAndOutputs[macosArm64]	collection-immutability-ordering,nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.description|{}description[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::Connector::description	rust.value:001	c-header:codex_agent_connector_description_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.id|{}id[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::Connector::id	rust.value:002	c-header:codex_agent_connector_id_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.installUrl|{}installUrl[0]|propertyKind=VAL|type=kotlin/String?	codex_agent::Connector::install_url	rust.value:003	c-header:codex_agent_connector_has_install_url,c-header:codex_agent_connector_install_url_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.isAccessible|{}isAccessible[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent::Connector::is_accessible	rust.value:004	c-header:codex_agent_connector_is_accessible,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.isEnabled|{}isEnabled[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent::Connector::is_enabled	rust.value:005	c-header:codex_agent_connector_is_enabled,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.name|{}name[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent::Connector::name	rust.value:006	c-header:codex_agent_connector_name_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.pluginNames|{}pluginNames[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:kotlin/String!!>!!	codex_agent::Connector::plugin_names	rust.value:007	c-header:codex_agent_connector_plugin_names_copy_at,c-header:codex_agent_connector_plugin_names_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentApprovalPreset;kotlin.String?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset!!:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false]	codex_agent::ConversationSettings::new	rust.value:008	c-header:codex_agent_conversation_settings_create,c-header:codex_agent_conversation_settings_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationConfigurationHandlesFailClosedAcrossTypeContextStaleAndTeardown[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings.approvalPreset|{}approvalPreset[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset!!	codex_agent::ConversationSettings::approval_preset	rust.value:009	c-header:codex_agent_conversation_settings_approval_preset,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings.serviceTier|{}serviceTier[0]|propertyKind=VAL|type=kotlin/String?	codex_agent::ConversationSettings::service_tier	rust.value:010	c-header:codex_agent_conversation_settings_has_service_tier,c-header:codex_agent_conversation_settings_service_tier_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentConversationStatus;io.github.codex_agent_labs.codexagent.agent.ConversationId?;io.github.codex_agent_labs.codexagent.agent.AgentConversation?;io.github.codex_agent_labs.codexagent.agent.AgentTurnProgress;kotlin.String?;kotlin.String?;kotlin.String?;io.github.codex_agent_labs.codexagent.agent.CodexFailure?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus!!:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/ConversationId?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentConversation?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentTurnProgress!!:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexFailure?:default=true:vararg=false]	codex_agent::AgentConversationState::new	rust.residual:011	c-header:codex_agent_conversation_state_create,c-header:codex_agent_snapshot_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#rejectsConversationAggregateBoundaryViolationsAndReclaimsSnapshots[macosArm64]	nullability,structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.canCancelTurn|{}canCancelTurn[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent::AgentConversationState::can_cancel_turn	rust.residual:012	c-header:codex_agent_conversation_state_can_cancel_turn,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.canReload|{}canReload[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent::AgentConversationState::can_reload	rust.residual:013	c-header:codex_agent_conversation_state_can_reload,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.canStartTurn|{}canStartTurn[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent::AgentConversationState::can_start_turn	rust.residual:014	c-header:codex_agent_conversation_state_can_start_turn,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.conversationId|{}conversationId[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/ConversationId?	codex_agent::AgentConversationState::conversation_id	rust.residual:015	c-header:codex_agent_conversation_state_conversation_id,c-header:codex_agent_conversation_state_has_conversation_id,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.conversation|{}conversation[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentConversation?	codex_agent::AgentConversationState::conversation	rust.residual:016	c-header:codex_agent_conversation_state_conversation,c-header:codex_agent_conversation_state_has_conversation,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.effort|{}effort[0]|propertyKind=VAL|type=kotlin/String?	codex_agent::AgentConversationState::effort	rust.residual:017	c-header:codex_agent_conversation_state_effort_copy,c-header:codex_agent_conversation_state_has_effort,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.failure|{}failure[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexFailure?	codex_agent::AgentConversationState::failure	rust.residual:018	c-header:codex_agent_conversation_state_failure,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCValueProjectionTest#projectsEveryConversationStatusAndFailureExactly[macosArm64]	nullability,structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.model|{}model[0]|propertyKind=VAL|type=kotlin/String?	codex_agent::AgentConversationState::model	rust.residual:019	c-header:codex_agent_conversation_state_has_model,c-header:codex_agent_conversation_state_model_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.serviceTier|{}serviceTier[0]|propertyKind=VAL|type=kotlin/String?	codex_agent::AgentConversationState::service_tier	rust.residual:020	c-header:codex_agent_conversation_state_has_service_tier,c-header:codex_agent_conversation_state_service_tier_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.status|{}status[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus!!	codex_agent::AgentConversationState::status	rust.residual:021	c-header:codex_agent_conversation_state_status,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCLifecycleTest#projectsCanonicalLifecycleAndQuiescesEveryCallback[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCValueProjectionTest#projectsEveryConversationStatusAndFailureExactly[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.turnProgress|{}turnProgress[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentTurnProgress!!	codex_agent::AgentConversationState::turn_progress	rust.residual:022	c-header:codex_agent_conversation_state_turn_progress,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus.CANCELLING_TURN|null[0]	codex_agent::ConversationStatus::CancellingTurn	rust.enum.ConversationStatus.CancellingTurn	c-header-enum:15	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus.CLOSED|null[0]	codex_agent::ConversationStatus::Closed	rust.enum.ConversationStatus.Closed	c-header-enum:16	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus.FAILED|null[0]	codex_agent::ConversationStatus::Failed	rust.enum.ConversationStatus.Failed	c-header-enum:17	value-conversion
