capabilityKey	publicSymbols	executedTests	compilerEvidenceIds	sharedScenarios
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalDecision|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalDecision.ACCEPT|null[0]	CodexApprovalDecision.accept	dart.enum:000	c-header-enum:0	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalDecision|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalDecision.DECLINE|null[0]	CodexApprovalDecision.decline	dart.enum:001	c-header-enum:1	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.ASK_ME|null[0]	CodexApprovalPreset.askMe	dart.enum:002	c-header-enum:2	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.AUTO_REVIEW|null[0]	CodexApprovalPreset.autoReview	dart.enum:003	c-header-enum:3	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.NEVER|null[0]	CodexApprovalPreset.never	dart.enum:004	c-header-enum:4	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.STRICT|null[0]	CodexApprovalPreset.strict	dart.enum:005	c-header-enum:5	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.displayName|{}displayName[0]|propertyKind=VAL|type=kotlin/String!!	CodexApprovalPresetMetadata.displayName	dart.residual:000	c-header:codex_agent_approval_preset_display_name_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationValuesTest#projectsEveryApprovalPresetAndWorkspaceSelectionReasonExactly[macosArm64],dart-analyzer-residual:000	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentAuthenticationStatus;io.github.codex_agent_labs.codexagent.agent.CodexAuthorizationUrl?;io.github.codex_agent_labs.codexagent.agent.CodexAuthorizationUrl?;kotlin.String?;io.github.codex_agent_labs.codexagent.agent.CodexFailure?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus!!:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexAuthorizationUrl?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexAuthorizationUrl?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexFailure?:default=true:vararg=false]	CodexAuthenticationState.new	dart.residual:001	c-header:codex_agent_authentication_state_create,c-header:codex_agent_authentication_state_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationConfigurationHandlesFailClosedAcrossTypeContextStaleAndTeardown[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64],dart-analyzer-residual:001	nullability,structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.deviceUserCode|{}deviceUserCode[0]|propertyKind=VAL|type=kotlin/String?	CodexAuthenticationState.deviceUserCode	dart.residual:002	c-header:codex_agent_authentication_state_device_user_code_copy,c-header:codex_agent_authentication_state_has_device_user_code,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64],dart-analyzer-residual:002	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.deviceVerificationUrl|{}deviceVerificationUrl[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexAuthorizationUrl?	CodexAuthenticationState.deviceVerificationUrl	dart.residual:003	c-header:codex_agent_authentication_state_device_verification_url,c-header:codex_agent_authentication_state_has_device_verification_url,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64],dart-analyzer-residual:003	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.failure|{}failure[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexFailure?	CodexAuthenticationState.failure	dart.residual:004	c-header:codex_agent_authentication_state_failure,c-header:codex_agent_authentication_state_has_failure,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64],dart-analyzer-residual:004	nullability,structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.pendingSignInUrl|{}pendingSignInUrl[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexAuthorizationUrl?	CodexAuthenticationState.pendingSignInUrl	dart.residual:005	c-header:codex_agent_authentication_state_has_pending_sign_in_url,c-header:codex_agent_authentication_state_pending_sign_in_url,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64],dart-analyzer-residual:005	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.status|{}status[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus!!	CodexAuthenticationState.status	dart.residual:006	c-header:codex_agent_authentication_state_status,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64],dart-analyzer-residual:006	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus.AUTHENTICATED|null[0]	CodexAuthenticationStatus.authenticated	dart.enum:006	c-header-enum:6	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus.AUTHENTICATING|null[0]	CodexAuthenticationStatus.authenticating	dart.enum:007	c-header-enum:7	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus.SIGNED_OUT|null[0]	CodexAuthenticationStatus.signedOut	dart.enum:008	c-header-enum:8	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.WEB_SEARCH|null[0]	CodexCapability.webSearch	dart.enum:009	c-header-enum:9	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.displayLabel|{}displayLabel[0]|propertyKind=VAL|type=kotlin/String!!	CodexCapabilityMetadata.displayLabel	dart.residual:007	c-header:codex_agent_capability_display_label_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#capabilityAndSkillScopeEntriesProjectCanonicalLabels[macosArm64],dart-analyzer-residual:007	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.icon|{}icon[0]|propertyKind=VAL|type=kotlin/String?	CodexCapabilityMetadata.icon	dart.residual:008	c-header:codex_agent_capability_has_icon,c-header:codex_agent_capability_icon_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#capabilityAndSkillScopeEntriesProjectCanonicalLabels[macosArm64],dart-analyzer-residual:008	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.id|{}id[0]|propertyKind=VAL|type=kotlin/String!!	CodexCapabilityMetadata.id	dart.residual:009	c-header:codex_agent_capability_id_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#capabilityAndSkillScopeEntriesProjectCanonicalLabels[macosArm64],dart-analyzer-residual:009	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.promptLabel|{}promptLabel[0]|propertyKind=VAL|type=kotlin/String!!	CodexCapabilityMetadata.promptLabel	dart.residual:010	c-header:codex_agent_capability_prompt_label_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#capabilityAndSkillScopeEntriesProjectCanonicalLabels[macosArm64],dart-analyzer-residual:010	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness.FRESH_CACHE|null[0]	CodexCatalogFreshness.freshCache	dart.enum:010	c-header-enum:10	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness.LIVE|null[0]	CodexCatalogFreshness.live	dart.enum:011	c-header-enum:11	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness.STALE_CACHE|null[0]	CodexCatalogFreshness.staleCache	dart.enum:012	c-header-enum:12	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCollaborationMode|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCollaborationMode.DEFAULT|null[0]	CodexCollaborationMode.defaultMode	dart.enum:013	c-header-enum:13	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCollaborationMode|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCollaborationMode.PLAN|null[0]	CodexCollaborationMode.plan	dart.enum:014	c-header-enum:14	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.<init>|<init>(kotlin.String;kotlin.String;kotlin.String;kotlin.String?;kotlin.Boolean;kotlin.Boolean;kotlin.collections.List<kotlin.String>){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentConnector|suspend=false|parameters=[REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/Boolean!!:default=true:vararg=false,REGULAR:kotlin/Boolean!!:default=true:vararg=false,REGULAR:kotlin.collections/List<INVARIANT:kotlin/String!!>!!:default=true:vararg=false]	CodexConnector.new	dart.value:000	c-header:codex_agent_connector_create,c-header:codex_agent_connector_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#rejectsInvalidListsFlagsEnumsUtf8ContextsTypesAndOutputs[macosArm64],dart-analyzer-value:000	collection-immutability-ordering,nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.description|{}description[0]|propertyKind=VAL|type=kotlin/String!!	CodexConnector.description	dart.value:001	c-header:codex_agent_connector_description_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64],dart-analyzer-value:001	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.id|{}id[0]|propertyKind=VAL|type=kotlin/String!!	CodexConnector.id	dart.value:002	c-header:codex_agent_connector_id_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64],dart-analyzer-value:002	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.installUrl|{}installUrl[0]|propertyKind=VAL|type=kotlin/String?	CodexConnector.installUrl	dart.value:003	c-header:codex_agent_connector_has_install_url,c-header:codex_agent_connector_install_url_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64],dart-analyzer-value:003	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.isAccessible|{}isAccessible[0]|propertyKind=VAL|type=kotlin/Boolean!!	CodexConnector.isAccessible	dart.value:004	c-header:codex_agent_connector_is_accessible,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64],dart-analyzer-value:004	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.isEnabled|{}isEnabled[0]|propertyKind=VAL|type=kotlin/Boolean!!	CodexConnector.isEnabled	dart.value:005	c-header:codex_agent_connector_is_enabled,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64],dart-analyzer-value:005	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.name|{}name[0]|propertyKind=VAL|type=kotlin/String!!	CodexConnector.name	dart.value:006	c-header:codex_agent_connector_name_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64],dart-analyzer-value:006	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.pluginNames|{}pluginNames[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:kotlin/String!!>!!	CodexConnector.pluginNames	dart.value:007	c-header:codex_agent_connector_plugin_names_copy_at,c-header:codex_agent_connector_plugin_names_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64],dart-analyzer-value:007	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentApprovalPreset;kotlin.String?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset!!:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false]	CodexConversationSettings.new	dart.value:008	c-header:codex_agent_conversation_settings_create,c-header:codex_agent_conversation_settings_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationConfigurationHandlesFailClosedAcrossTypeContextStaleAndTeardown[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64],dart-analyzer-value:008	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings.approvalPreset|{}approvalPreset[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset!!	CodexConversationSettings.approvalPreset	dart.value:009	c-header:codex_agent_conversation_settings_approval_preset,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64],dart-analyzer-value:009	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings.serviceTier|{}serviceTier[0]|propertyKind=VAL|type=kotlin/String?	CodexConversationSettings.serviceTier	dart.value:010	c-header:codex_agent_conversation_settings_has_service_tier,c-header:codex_agent_conversation_settings_service_tier_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64],dart-analyzer-value:010	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentConversationStatus;io.github.codex_agent_labs.codexagent.agent.ConversationId?;io.github.codex_agent_labs.codexagent.agent.AgentConversation?;io.github.codex_agent_labs.codexagent.agent.AgentTurnProgress;kotlin.String?;kotlin.String?;kotlin.String?;io.github.codex_agent_labs.codexagent.agent.CodexFailure?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus!!:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/ConversationId?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentConversation?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentTurnProgress!!:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexFailure?:default=true:vararg=false]	CodexConversationState.new	dart.residual:011	c-header:codex_agent_conversation_state_create,c-header:codex_agent_snapshot_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#rejectsConversationAggregateBoundaryViolationsAndReclaimsSnapshots[macosArm64],dart-analyzer-residual:011	nullability,structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.canCancelTurn|{}canCancelTurn[0]|propertyKind=VAL|type=kotlin/Boolean!!	CodexConversationState.canCancelTurn	dart.residual:012	c-header:codex_agent_conversation_state_can_cancel_turn,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],dart-analyzer-residual:012	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.canReload|{}canReload[0]|propertyKind=VAL|type=kotlin/Boolean!!	CodexConversationState.canReload	dart.residual:013	c-header:codex_agent_conversation_state_can_reload,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],dart-analyzer-residual:013	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.canStartTurn|{}canStartTurn[0]|propertyKind=VAL|type=kotlin/Boolean!!	CodexConversationState.canStartTurn	dart.residual:014	c-header:codex_agent_conversation_state_can_start_turn,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],dart-analyzer-residual:014	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.conversationId|{}conversationId[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/ConversationId?	CodexConversationState.conversationId	dart.residual:015	c-header:codex_agent_conversation_state_conversation_id,c-header:codex_agent_conversation_state_has_conversation_id,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],dart-analyzer-residual:015	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.conversation|{}conversation[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentConversation?	CodexConversationState.conversation	dart.residual:016	c-header:codex_agent_conversation_state_conversation,c-header:codex_agent_conversation_state_has_conversation,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],dart-analyzer-residual:016	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.effort|{}effort[0]|propertyKind=VAL|type=kotlin/String?	CodexConversationState.effort	dart.residual:017	c-header:codex_agent_conversation_state_effort_copy,c-header:codex_agent_conversation_state_has_effort,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],dart-analyzer-residual:017	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.failure|{}failure[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexFailure?	CodexConversationState.failure	dart.residual:018	c-header:codex_agent_conversation_state_failure,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCValueProjectionTest#projectsEveryConversationStatusAndFailureExactly[macosArm64],dart-analyzer-residual:018	nullability,structured-failure,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.model|{}model[0]|propertyKind=VAL|type=kotlin/String?	CodexConversationState.model	dart.residual:019	c-header:codex_agent_conversation_state_has_model,c-header:codex_agent_conversation_state_model_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],dart-analyzer-residual:019	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.serviceTier|{}serviceTier[0]|propertyKind=VAL|type=kotlin/String?	CodexConversationState.serviceTier	dart.residual:020	c-header:codex_agent_conversation_state_has_service_tier,c-header:codex_agent_conversation_state_service_tier_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],dart-analyzer-residual:020	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.status|{}status[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus!!	CodexConversationState.status	dart.residual:021	c-header:codex_agent_conversation_state_status,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCLifecycleTest#projectsCanonicalLifecycleAndQuiescesEveryCallback[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCValueProjectionTest#projectsEveryConversationStatusAndFailureExactly[macosArm64],dart-analyzer-residual:021	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.turnProgress|{}turnProgress[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentTurnProgress!!	CodexConversationState.turnProgress	dart.residual:022	c-header:codex_agent_conversation_state_turn_progress,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],dart-analyzer-residual:022	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus.CANCELLING_TURN|null[0]	CodexConversationStatus.cancellingTurn	dart.enum:015	c-header-enum:15	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus.CLOSED|null[0]	CodexConversationStatus.closed	dart.enum:016	c-header-enum:16	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus.FAILED|null[0]	CodexConversationStatus.failed	dart.enum:017	c-header-enum:17	value-conversion
