capabilityKey	publicSymbols	executedTests	compilerEvidenceIds	sharedScenarios
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalDecision|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalDecision.ACCEPT|null[0]	codex_agent.ApprovalDecision.ACCEPT	python.enum.ApprovalDecision.ACCEPT	c-header-enum:0	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalDecision|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalDecision.DECLINE|null[0]	codex_agent.ApprovalDecision.DECLINE	python.enum.ApprovalDecision.DECLINE	c-header-enum:1	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.ASK_ME|null[0]	codex_agent.ApprovalPreset.ASK_ME	python.enum.ApprovalPreset.ASK_ME	c-header-enum:2	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.AUTO_REVIEW|null[0]	codex_agent.ApprovalPreset.AUTO_REVIEW	python.enum.ApprovalPreset.AUTO_REVIEW	c-header-enum:3	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.NEVER|null[0]	codex_agent.ApprovalPreset.NEVER	python.enum.ApprovalPreset.NEVER	c-header-enum:4	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.STRICT|null[0]	codex_agent.ApprovalPreset.STRICT	python.enum.ApprovalPreset.STRICT	c-header-enum:5	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset.displayName|{}displayName[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent.ApprovalPreset.display_name	python.residual:000	c-header:codex_agent_approval_preset_display_name_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationValuesTest#projectsEveryApprovalPresetAndWorkspaceSelectionReasonExactly[macosArm64],python-analyzer-residual:000	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentAuthenticationStatus;io.github.codex_agent_labs.codexagent.agent.CodexAuthorizationUrl?;io.github.codex_agent_labs.codexagent.agent.CodexAuthorizationUrl?;kotlin.String?;io.github.codex_agent_labs.codexagent.agent.CodexFailure?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus!!:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexAuthorizationUrl?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexAuthorizationUrl?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexFailure?:default=true:vararg=false]	codex_agent.AuthenticationState	python.residual:001	c-header:codex_agent_authentication_state_create,c-header:codex_agent_authentication_state_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationConfigurationHandlesFailClosedAcrossTypeContextStaleAndTeardown[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64],python-analyzer-residual:001	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.deviceUserCode|{}deviceUserCode[0]|propertyKind=VAL|type=kotlin/String?	codex_agent.AuthenticationState.device_user_code	python.residual:002	c-header:codex_agent_authentication_state_device_user_code_copy,c-header:codex_agent_authentication_state_has_device_user_code,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64],python-analyzer-residual:002	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.deviceVerificationUrl|{}deviceVerificationUrl[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexAuthorizationUrl?	codex_agent.AuthenticationState.device_verification_url	python.residual:003	c-header:codex_agent_authentication_state_device_verification_url,c-header:codex_agent_authentication_state_has_device_verification_url,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64],python-analyzer-residual:003	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.failure|{}failure[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexFailure?	codex_agent.AuthenticationState.failure	python.residual:004	c-header:codex_agent_authentication_state_failure,c-header:codex_agent_authentication_state_has_failure,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64],python-analyzer-residual:004	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.pendingSignInUrl|{}pendingSignInUrl[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexAuthorizationUrl?	codex_agent.AuthenticationState.pending_sign_in_url	python.residual:005	c-header:codex_agent_authentication_state_has_pending_sign_in_url,c-header:codex_agent_authentication_state_pending_sign_in_url,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateOwnsFreshNestedUrlsFailureAndCopiedCode[macosArm64],python-analyzer-residual:005	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationState.status|{}status[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus!!	codex_agent.AuthenticationState.status	python.residual:006	c-header:codex_agent_authentication_state_status,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64],python-analyzer-residual:006	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus.AUTHENTICATED|null[0]	codex_agent.AuthenticationStatus.AUTHENTICATED	python.enum.AuthenticationStatus.AUTHENTICATED	c-header-enum:6	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus.AUTHENTICATING|null[0]	codex_agent.AuthenticationStatus.AUTHENTICATING	python.enum.AuthenticationStatus.AUTHENTICATING	c-header-enum:7	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentAuthenticationStatus.SIGNED_OUT|null[0]	codex_agent.AuthenticationStatus.SIGNED_OUT	python.enum.AuthenticationStatus.SIGNED_OUT	c-header-enum:8	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.WEB_SEARCH|null[0]	codex_agent.Capability.WEB_SEARCH	python.enum.Capability.WEB_SEARCH	c-header-enum:9	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.displayLabel|{}displayLabel[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent.Capability.display_label	python.residual:007	c-header:codex_agent_capability_display_label_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#capabilityAndSkillScopeEntriesProjectCanonicalLabels[macosArm64],python-analyzer-residual:007	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.icon|{}icon[0]|propertyKind=VAL|type=kotlin/String?	codex_agent.Capability.icon	python.residual:008	c-header:codex_agent_capability_has_icon,c-header:codex_agent_capability_icon_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#capabilityAndSkillScopeEntriesProjectCanonicalLabels[macosArm64],python-analyzer-residual:008	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.id|{}id[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent.Capability.id	python.residual:009	c-header:codex_agent_capability_id_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#capabilityAndSkillScopeEntriesProjectCanonicalLabels[macosArm64],python-analyzer-residual:009	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCapability|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentCapability.promptLabel|{}promptLabel[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent.Capability.prompt_label	python.residual:010	c-header:codex_agent_capability_prompt_label_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceValuesTest#capabilityAndSkillScopeEntriesProjectCanonicalLabels[macosArm64],python-analyzer-residual:010	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness.FRESH_CACHE|null[0]	codex_agent.CatalogFreshness.FRESH_CACHE	python.enum.CatalogFreshness.FRESH_CACHE	c-header-enum:10	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness.LIVE|null[0]	codex_agent.CatalogFreshness.LIVE	python.enum.CatalogFreshness.LIVE	c-header-enum:11	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCatalogFreshness.STALE_CACHE|null[0]	codex_agent.CatalogFreshness.STALE_CACHE	python.enum.CatalogFreshness.STALE_CACHE	c-header-enum:12	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCollaborationMode|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCollaborationMode.DEFAULT|null[0]	codex_agent.CollaborationMode.DEFAULT	python.enum.CollaborationMode.DEFAULT	c-header-enum:13	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentCollaborationMode|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentCollaborationMode.PLAN|null[0]	codex_agent.CollaborationMode.PLAN	python.enum.CollaborationMode.PLAN	c-header-enum:14	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.<init>|<init>(kotlin.String;kotlin.String;kotlin.String;kotlin.String?;kotlin.Boolean;kotlin.Boolean;kotlin.collections.List<kotlin.String>){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentConnector|suspend=false|parameters=[REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=false:vararg=false,REGULAR:kotlin/String!!:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/Boolean!!:default=true:vararg=false,REGULAR:kotlin/Boolean!!:default=true:vararg=false,REGULAR:kotlin.collections/List<INVARIANT:kotlin/String!!>!!:default=true:vararg=false]	codex_agent.Connector	python.value.Connector.constructor	c-header:codex_agent_connector_create,c-header:codex_agent_connector_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#rejectsInvalidListsFlagsEnumsUtf8ContextsTypesAndOutputs[macosArm64]	collection-immutability-ordering,nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.description|{}description[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent.Connector.description	python.value.Connector.description	c-header:codex_agent_connector_description_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.id|{}id[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent.Connector.id	python.value.Connector.id	c-header:codex_agent_connector_id_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.installUrl|{}installUrl[0]|propertyKind=VAL|type=kotlin/String?	codex_agent.Connector.install_url	python.value.Connector.install_url	c-header:codex_agent_connector_has_install_url,c-header:codex_agent_connector_install_url_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.isAccessible|{}isAccessible[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent.Connector.is_accessible	python.value.Connector.is_accessible	c-header:codex_agent_connector_is_accessible,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.isEnabled|{}isEnabled[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent.Connector.is_enabled	python.value.Connector.is_enabled	c-header:codex_agent_connector_is_enabled,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.name|{}name[0]|propertyKind=VAL|type=kotlin/String!!	codex_agent.Connector.name	python.value.Connector.name	c-header:codex_agent_connector_name_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConnector|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConnector.pluginNames|{}pluginNames[0]|propertyKind=VAL|type=kotlin.collections/List<INVARIANT:kotlin/String!!>!!	codex_agent.Connector.plugin_names	python.value.Connector.plugin_names	c-header:codex_agent_connector_plugin_names_copy_at,c-header:codex_agent_connector_plugin_names_count,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCResourceListValuesTest#connectorCopiesOrderedDuplicateNamesAndProjectsEveryProperty[macosArm64]	collection-immutability-ordering,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentApprovalPreset;kotlin.String?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset!!:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false]	codex_agent.ConversationSettings	python.value.ConversationSettings.constructor	c-header:codex_agent_conversation_settings_create,c-header:codex_agent_conversation_settings_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationConfigurationHandlesFailClosedAcrossTypeContextStaleAndTeardown[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings.approvalPreset|{}approvalPreset[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentApprovalPreset!!	codex_agent.ConversationSettings.approval_preset	python.value.ConversationSettings.approval_preset	c-header:codex_agent_conversation_settings_approval_preset,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64]	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationSettings.serviceTier|{}serviceTier[0]|propertyKind=VAL|type=kotlin/String?	codex_agent.ConversationSettings.service_tier	python.value.ConversationSettings.service_tier	c-header:codex_agent_conversation_settings_has_service_tier,c-header:codex_agent_conversation_settings_service_tier_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCAuthenticationConfigurationValuesTest#authenticationStateAndConversationSettingsProjectDefaultsNullabilityAndEveryEnum[macosArm64]	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=constructor|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.<init>|<init>(io.github.codex_agent_labs.codexagent.agent.AgentConversationStatus;io.github.codex_agent_labs.codexagent.agent.ConversationId?;io.github.codex_agent_labs.codexagent.agent.AgentConversation?;io.github.codex_agent_labs.codexagent.agent.AgentTurnProgress;kotlin.String?;kotlin.String?;kotlin.String?;io.github.codex_agent_labs.codexagent.agent.CodexFailure?){}[0]|return=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|suspend=false|parameters=[REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus!!:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/ConversationId?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentConversation?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/AgentTurnProgress!!:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:kotlin/String?:default=true:vararg=false,REGULAR:io.github.codex_agent_labs.codexagent.agent/CodexFailure?:default=true:vararg=false]	codex_agent.ConversationState	python.residual:011	c-header:codex_agent_conversation_state_create,c-header:codex_agent_snapshot_destroy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#rejectsConversationAggregateBoundaryViolationsAndReclaimsSnapshots[macosArm64],python-analyzer-residual:011	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.canCancelTurn|{}canCancelTurn[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent.ConversationState.can_cancel_turn	python.residual:012	c-header:codex_agent_conversation_state_can_cancel_turn,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],python-analyzer-residual:012	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.canReload|{}canReload[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent.ConversationState.can_reload	python.residual:013	c-header:codex_agent_conversation_state_can_reload,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],python-analyzer-residual:013	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.canStartTurn|{}canStartTurn[0]|propertyKind=VAL|type=kotlin/Boolean!!	codex_agent.ConversationState.can_start_turn	python.residual:014	c-header:codex_agent_conversation_state_can_start_turn,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],python-analyzer-residual:014	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.conversationId|{}conversationId[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/ConversationId?	codex_agent.ConversationState.conversation_id	python.residual:015	c-header:codex_agent_conversation_state_conversation_id,c-header:codex_agent_conversation_state_has_conversation_id,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],python-analyzer-residual:015	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.conversation|{}conversation[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentConversation?	codex_agent.ConversationState.conversation	python.residual:016	c-header:codex_agent_conversation_state_conversation,c-header:codex_agent_conversation_state_has_conversation,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],python-analyzer-residual:016	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.effort|{}effort[0]|propertyKind=VAL|type=kotlin/String?	codex_agent.ConversationState.effort	python.residual:017	c-header:codex_agent_conversation_state_effort_copy,c-header:codex_agent_conversation_state_has_effort,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],python-analyzer-residual:017	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.failure|{}failure[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/CodexFailure?	codex_agent.ConversationState.failure	python.residual:018	c-header:codex_agent_conversation_state_failure,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCValueProjectionTest#projectsEveryConversationStatusAndFailureExactly[macosArm64],python-analyzer-residual:018	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.model|{}model[0]|propertyKind=VAL|type=kotlin/String?	codex_agent.ConversationState.model	python.residual:019	c-header:codex_agent_conversation_state_has_model,c-header:codex_agent_conversation_state_model_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],python-analyzer-residual:019	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.serviceTier|{}serviceTier[0]|propertyKind=VAL|type=kotlin/String?	codex_agent.ConversationState.service_tier	python.residual:020	c-header:codex_agent_conversation_state_has_service_tier,c-header:codex_agent_conversation_state_service_tier_copy,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],python-analyzer-residual:020	nullability,value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.status|{}status[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus!!	codex_agent.ConversationState.status	python.residual:021	c-header:codex_agent_conversation_state_status,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCLifecycleTest#projectsCanonicalLifecycleAndQuiescesEveryCallback[macosArm64],cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCValueProjectionTest#projectsEveryConversationStatusAndFailureExactly[macosArm64],python-analyzer-residual:021	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationState|kind=property|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationState.turnProgress|{}turnProgress[0]|propertyKind=VAL|type=io.github.codex_agent_labs.codexagent.agent/AgentTurnProgress!!	codex_agent.ConversationState.turn_progress	python.residual:022	c-header:codex_agent_conversation_state_turn_progress,cabi-fixture:macosArm64Test.io.github.codex_agent_labs.codexagent.capi.CodexAgentCConversationAggregateValuesTest#projectsAgentConversationStateTruthTableAndNullableValuesExactly[macosArm64],python-analyzer-residual:022	value-conversion
common|owner=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus|kind=enum-entry|abi=io.github.codex_agent_labs.codexagent.agent/AgentConversationStatus.CANCELLING_TURN|null[0]	codex_agent.ConversationStatus.CANCELLING_TURN	python.enum.ConversationStatus.CANCELLING_TURN	c-header-enum:15	value-conversion
